route_pattern_id,route_id,direction_id,route_pattern_name,route_pattern_time_desc,route_pattern_typicality,route_pattern_sort_order,representative_trip_id
505-5-1,505,1,Waltham Center - Federal St & Franklin St via School St,Weekdays only,1,55050103,54832527
553-6-0,553,0,Newton Corner - Roberts,,1,55530000,54832547
553-6-1,553,1,Roberts - Newton Corner,,1,55530100,54832544
554-6-0,554,0,Newton Corner - Waverly Square,Weekdays only,1,55540000,54832586
554-6-1,554,1,Waverly Square - Newton Corner,Weekdays only,1,55540100,54832584
556-6-0,556,0,Newton Corner - Waltham Highlands,Weekdays only,1,55560000,54832596
556-6-1,556,1,Waltham Highlands - Newton Corner,Weekdays only,1,55560100,54832598
558-7-0,558,0,Newton Corner - Riverside Station,Weekdays only,1,55580000,54832612
558-7-1,558,1,Riverside Station - Newton Corner,Weekdays only,1,55580100,54832613
712-1-0,712,0,"Orient Heights Station, South Busway - Winthrop Beach",,1,57120000,55048627
712-_-0,712,0,"Orient Heights Station, South Busway - Point Shirley",,1,57120004,55048577
712-1-1,712,1,"Winthrop Beach - Orient Heights Station, South Busway",,1,57120100,55048578
712-_-1,712,1,"Point Shirley - Orient Heights Station, South Busway",,2,57120104,55049588
713-1-0,713,0,"Orient Heights Station, South Busway - Winthrop Beach",,1,57130000,55048626
713-_-0,713,0,Orient Heights Station  - Point Shirley (South Busway),,2,57130004,55049582
713-1-1,713,1,"Winthrop Beach - Orient Heights Station, South Busway",,1,57130100,55048583
713-_-1,713,1,Point Shirley - Orient Heights Station  (South Busway),,1,57130104,55048552
714-_-0,714,0,Hingham Depot - Pemberton Point,,1,57140000,55050095
714-1-0,714,0,Hingham Depot - Pemberton Point via Hull Medical Center,Weekdays only,2,57140004,55050094
714-2-0,714,0,Hingham Depot - Pemberton Point via Washington Blvd,Weekdays only,2,57140006,55050111
714-_-1,714,1,Pemberton Point - Hingham Depot,,1,57140100,55050105
714-1-1,714,1,Pemberton Point - Hingham Depot via Hull Medical Center,Weekday middays only,2,57140104,55050096
714-2-1,714,1,Pemberton Point - Hingham Depot via Washington Blvd,Weekdays only,2,57140106,55050097
716-_-0,716,0,Mattapan Station - Cobbs Corner,,1,57160000,55050063
716-_-1,716,1,Cobbs Corner - Mattapan Station,,1,57160100,55050058
Shuttle-AlewifeDavis-0-0,Shuttle-AlewifeDavis,0,Alewife - Davis,,4,60218099,54975444-AlewifeDavis1
Shuttle-AlewifeDavis-0-1,Shuttle-AlewifeDavis,1,Davis - Alewife,,4,60218199,54975448-AlewifeDavis1
Shuttle-AlewifeKendall-0-0,Shuttle-AlewifeKendall,0,Alewife - Kendall/MIT,,4,60220099,54978645-AlewifeKendall1
Shuttle-AlewifeKendall-0-1,Shuttle-AlewifeKendall,1,Kendall/MIT - Alewife,,4,60220199,54978644-AlewifeKendall1
Shuttle-CopleyRuggles-0-0,Shuttle-CopleyRuggles,0,Copley - Ruggles,,4,61455099,Green-WinterCopleyRuggles-Saturday-0-05:18:00
Shuttle-CopleyRuggles-0-1,Shuttle-CopleyRuggles,1,Ruggles - Copley,,4,61455199,Green-WinterCopleyRuggles-Saturday-1-05:24:00
Shuttle-GovernmentCenterNorthStation-0-0,Shuttle-GovernmentCenterNorthStation,0,North Station - Government Center,,4,61946099,54544657-GovNorthShuttle1
Shuttle-GovernmentCenterNorthStation-0-1,Shuttle-GovernmentCenterNorthStation,1,Government Center - North Station,,4,61946199,54544639-GovNorthShuttle1
Shuttle-HaverhillReadingExpress-0-0,Shuttle-HaverhillReadingExpress,0,Reading - Haverhill,,4,61973099,CR-HaverhillReadingFebMarShuttle-Weekday-Exp-0-06:33:00
Shuttle-HaverhillReadingExpress-0-1,Shuttle-HaverhillReadingExpress,1,Haverhill - Reading,,4,61973199,CR-HaverhillReadingFebMarShuttle-Weekday-Exp-1-04:23:00
Shuttle-HaverhillReadingLocal-0-0,Shuttle-HaverhillReadingLocal,0,Reading - Haverhill,,4,61974099,CR-HaverhillReadingFebMarShuttle-Weekday-Loc-0-06:33:00
Shuttle-HaverhillReadingLocal-0-1,Shuttle-HaverhillReadingLocal,1,Haverhill - Reading,,4,61974199,CR-HaverhillReadingFebMarShuttle-Weekday-Loc-1-04:56:00
Shuttle-LynnSwampscott-0-0,Shuttle-LynnSwampscott,0,Lynn - Swampscott,,4,62053099,CR-NewburyportLynnShuttleWinter-Weekday-0-05:08:00
Shuttle-LynnSwampscott-0-1,Shuttle-LynnSwampscott,1,Swampscott - Lynn,,4,62053199,CR-NewburyportLynnShuttleWinter-Weekday-1-05:31:00
